parameter_id,IMPC_XRY_007_001
pvalue,0.6677559
analysis_id,b5716y674q9627w
parameter_name,Clavicle
mouse_life_stage,E12.5
gene_accession_id,MGI:95457
gene_symbol,Mecom
mouse_strain,C57BL
