mouse_life_stage,E18.5
mouse_strain,C57BL
parameter_id,MGP_MLN_063_001
gene_accession_id,MGI:1344367
gene_symbol,Grem2
pvalue,0.06626356
parameter_name,Total ab T cells - % of CD45+
analysis_id,5dk1060ftld3q78
