gene_symbol,Dcaf10
parameter_name,Monocyte percentage
analysis_id,n8b27e35o72al2u
parameter_id,MGP_PBI_016_001
pvalue,0.6452734
gene_accession_id,MGI:2140179
mouse_life_stage,Early adult
mouse_strain,C57BL
