gene_symbol,Sass6
mouse_strain,C57BL
pvalue,0.4649843
mouse_life_stage,E9.5
parameter_name,Thoracic processes
gene_accession_id,MGI:1920026
parameter_id,IMPC_XRY_064_001
analysis_id,sh9j5r0en6246b5
