parameter_name,Periphery average speed
parameter_id,ESLIM_007_001_009
analysis_id,09lh81j014221h4
mouse_strain,C57BL
gene_accession_id,MGI:2446274
gene_symbol,Frmpd1
pvalue,0.06915436
mouse_life_stage,Early adult
