gene_symbol,Tiprl
pvalue,0.1476243
analysis_id,3f4c8289g1xu6e0
mouse_strain,C57BL
parameter_name,Effector CD4+ T helper cells - % of CD45+
parameter_id,MGP_MLN_066_001
mouse_life_stage,E9.5
gene_accession_id,MGI:1915087
