parameter_name,Startle Response
pvalue,0.8716443
gene_accession_id,MGI:1913284
analysis_id,843r80ti97u83c2
gene_symbol,Psmd14
mouse_life_stage,Early adult
parameter_id,M-G-P_008_001_013
mouse_strain,C57BL
