parameter_id,IMPC_DXA_007_001
parameter_name,BMC/Body weight
analysis_id,w4e14ry07m9kt4w
mouse_strain,129SV
pvalue,0.1729425
gene_accession_id,MGI:1921802
gene_symbol,Nipal3
mouse_life_stage,Early adult
