mouse_strain,C57BL
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
analysis_id,84f8xsd7264xxs5
gene_accession_id,MGI:105072
mouse_life_stage,Early adult
pvalue,0.1108102
gene_symbol,Rab22a
parameter_id,MGP_IMM_006_001
