parameter_name,Embryo Size
parameter_id,IMPC_GEP_022_001
mouse_life_stage,Middle aged adult
mouse_strain,C56BL
gene_symbol,Frmpd1
analysis_id,zlpb7840gw736cz
gene_accession_id,MGI:2446274
pvalue,0.4798197
