gene_symbol,Trp53rkb
pvalue,0.8964282
mouse_strain,C57BL
analysis_id,4028qj6v9493lwz
gene_accession_id,MGI:1914050
parameter_name,Total bilirubin
parameter_id,IMPC_CBC_008_001
mouse_life_stage,Early adult
