parameter_id,JAX_OFD_020_001
gene_symbol,Rab17
mouse_life_stage,Early adult
gene_accession_id,MGI:104640
analysis_id,2931xew26m64ma3
parameter_name,Distance travelled - total
pvalue,0.6791174
mouse_strain,C57BL
