Gene_symbol,Trim46
Mouse_life_stage,Early adult
Analysis_id,5320429h9564hlg
Parameter_id,IMPC_CSD_079_001
Gene_accession_id,MGI:2673000
Mouse_strain,C57BL
Pvalue,0.7694335
Parameter_name,Aggression
