gene_symbol,Tiprl
parameter_name,KLRG1+ gd T cells - % of gd T cells
gene_accession_id,MGI:1915087
mouse_life_stage,E12.5
analysis_id,6h0f54jvj24p3nh
mouse_strain,C57BL
pvalue,0.5928357
parameter_id,MGP_IMM_022_001
