gene_symbol,Ola1
mouse_life_stage,Early adult
analysis_id,tunur611bxc9nbu
parameter_name,Pale yolk sac
mouse_strain,C57BL
gene_accession_id,MGI:1914309
pvalue,0.6380059
parameter_id,IMPC_GEL_017_002
