gene_symbol,Wars2
mouse_strain,C57BL
parameter_name,Glucose
mouse_life_stage,E9.5
gene_accession_id,MGI:1917810
pvalue,0.1017038
analysis_id,kw1sn2kdr2380pb
parameter_id,HMGULA_CBC_018_001
