mouse_strain,C57BL
gene_symbol,Ift74
parameter_id,MGP_PBI_033_001
parameter_name,CD8+ KLRG1+ alpha beta T cell number
gene_accession_id,MGI:1914944
analysis_id,4t1ih275jtyapiq
pvalue,0.4753086
mouse_life_stage,Early adult
