parameter_id,IMPC_XRY_067_001
gene_accession_id,MGI:1914071
gene_symbol,Bcs1l
parameter_name,Caudal processes
mouse_life_stage,E12.5
mouse_strain,C57BL
pvalue,0.4391708
analysis_id,d7p206ngw3g39k3
