gene_symbol,Slc39a10
analysis_id,4epa8ny45one647
gene_accession_id,MGI:1914515
mouse_strain,C57BL
parameter_name,Center resting time
pvalue,0.9953951
parameter_id,JAX_OFD_015_001
mouse_life_stage,Early adult
