gene_symbol,Cdin1
mouse_strain,C57BL
gene_accession_id,MGI:3026886
pvalue,0.1016118
analysis_id,b6v3fv4201vn860
parameter_id,ESLIM_011_001_703
parameter_name,Prepulse inhibition - PP3
mouse_life_stage,Early adult
