gene_symbol,Ninl
mouse_strain,129SV
mouse_life_stage,Early adult
parameter_name,Lymphocyte differential count
analysis_id,8b864f486i37is9
gene_accession_id,MGI:1925427
parameter_id,IMPC_HEM_031_001
pvalue,0.05886858
