mouse_life_stage,E18.5
pvalue,0.235267
parameter_id,MGP_PBI_001_001
mouse_strain,C57BL
analysis_id,106exop68dfb7mn
parameter_name,Total T cell percentage
gene_accession_id,MGI:1914309
gene_symbol,Ola1
