gene_symbol,Ahcy
parameter_id,MGP_IMM_070_001
gene_accession_id,MGI:87968
analysis_id,xi1p4wx42sy2ova
mouse_strain,C57BL
pvalue,0.07770171
mouse_life_stage,E9.5
parameter_name,Total ab T cells - % of CD45+
