gene_symbol,Dnajc6
analysis_id,i51h33m16l67a4u
pvalue,0.4442631
parameter_name,Click-evoked ABR threshold
parameter_id,IMPC_ABR_002_001
gene_accession_id,MGI:1919935
mouse_life_stage,Early adult
mouse_strain,C57BL
