parameter_name,Total cholesterol
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_015_001
gene_symbol,Arpc5l
analysis_id,x1030ke612302uo
mouse_strain,C57BL
pvalue,0.3274172
gene_accession_id,MGI:1921442
