mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,ESLIM_011_001_007
analysis_id,77cyu5der46j935
pvalue,0.5358608
gene_symbol,Cdin1
parameter_name,PP1 + pulse startle magnitude
gene_accession_id,MGI:3026886
