gene_symbol,Psmd14
parameter_id,IMPC_CBC_008_001
pvalue,0.1594039
mouse_life_stage,Early adult
gene_accession_id,MGI:1913284
mouse_strain,C57BL
analysis_id,h77ba49i7u91cjr
parameter_name,Total bilirubin
