mouse_strain,129SV
gene_accession_id,MGI:2385884
analysis_id,uel2c02m3am7lk7
parameter_name,Heart weight
pvalue,0.1334146
mouse_life_stage,Early adult
parameter_id,HMGULA_HWT_008_001
gene_symbol,Ddx27
