gene_symbol,Cldn19
mouse_strain,C57BL
pvalue,0.1696503
gene_accession_id,MGI:3033992
analysis_id,47457t4984j8349
parameter_id,IMPC_XRY_064_001
mouse_life_stage,Early adult
parameter_name,Thoracic processes
