gene_symbol,Mecom
Pvalue,0.5550696
Mouse_strain,C3H
Analysis_id,nm7r0jykh805k9g
mouse_life_stage,Early adult
Parameter_name,Basophil differential count
gene_accession_id,MGI:95457
parameter_id,IMPC_HEM_038_001
