gene_symbol,Hspa5
analysis_id,1158x6c0xrocno7
mouse_life_stage,E9.5
pvalue,0.6103783
gene_accession_id,MGI:95835
mouse_strain,C57BL
parameter_name,Eosinophils - % of CD45+
parameter_id,MGP_IMM_125_001
