parameter_id,JAX_LDT_008_001
pvalue,0.4808821
mouse_strain,C57BL
analysis_id,42e54wmoi898g40
gene_accession_id,MGI:1336200
parameter_name,Percent time in dark
mouse_life_stage,Middle aged adult
gene_symbol,Hpca
