gene_symbol,Lpgat1
analysis_id,0lx73140w7lr93n
pvalue,0.7315019
parameter_name,Bone Mineral Density (excluding skull)
mouse_strain,C57BL
parameter_id,IMPC_DXA_004_001
mouse_life_stage,E18.5
gene_accession_id,MGI:2446186
