parameter_id,JAX_LDT_004_001
gene_symbol,Dhdds
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,03ci7773799tdu0
pvalue,0.5663005
gene_accession_id,MGI:1914672
parameter_name,Dark side time spent
