gene_symbol,Bach2
mouse_strain,C57BL
parameter_id,MGP_MLN_010_001
gene_accession_id,MGI:894679
mouse_life_stage,Early adult
parameter_name,Resting Treg cells - % of Treg
pvalue,0.153729
analysis_id,2m83p0tu63ib6bi
