gene_symbol,Mapkap1
parameter_name,Eosinophils
analysis_id,t8l737v8q2bx1m7
pvalue,0.7356817
gene_accession_id,MGI:2444554
mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_id,IMPC_IMM_052_001
