parameter_id,HMGULA_CBC_017_001
parameter_name,Triglycerides
gene_symbol,Bpifa3
mouse_strain,C57BL
analysis_id,k652eppc8iy3909
mouse_life_stage,Early adult
gene_accession_id,MGI:1920638
pvalue,0.5170681
