gene_symbol,Ninl
parameter_id,JAX_OFD_020_001
mouse_strain,129SV
pvalue,0.953215
analysis_id,6e25r7l7st4g729
parameter_name,Distance travelled - total
gene_accession_id,MGI:1925427
mouse_life_stage,Early adult
