parameter_id,MGP_BMI_014_001
parameter_name,Mature B cells (Hardy fraction F) - % of CD45+
gene_accession_id,MGI:2385156
gene_symbol,Sdcbp2
mouse_life_stage,Early adult
analysis_id,32786r80huozogh
pvalue,0.4719888
mouse_strain,C57BL
