parameter_name,Periphery average speed
parameter_id,ESLIM_007_001_009
pvalue,0.3036518
mouse_strain,129SV
analysis_id,645aas25rjg9ozy
mouse_life_stage,Early adult
gene_symbol,Nipal3
gene_accession_id,MGI:1921802
