parameter_id,MGP_IMM_100_001
parameter_name,Resting NK cells - % of CD45+
gene_accession_id,MGI:1914256
mouse_life_stage,Early adult
gene_symbol,Cisd2
analysis_id,420xln5vr71x947
mouse_strain,C57BL
pvalue,0.06637542
