gene_symbol,Ola1
analysis_id,t074o46v8f525f7
mouse_life_stage,E18.5
pvalue,0.0861818
parameter_name,Lean mass
mouse_strain,C57BL
parameter_id,IMPC_DXA_003_001
gene_accession_id,MGI:1914309
