parameter_id,HRWLLA_OFD_011_001
mouse_strain,C53BL
parameter_name,Periphery resting time
pvalue,0.1409975
mouse_life_stage,Early adult
analysis_id,2ou216lj2d4n087
gene_accession_id,MGI:2448481
gene_symbol,Mgst2
