parameter_name,Whole arena resting time
gene_symbol,Mapkap1
parameter_id,ESLIM_007_001_003
mouse_strain,C57BL
analysis_id,sijdy575n7d23q5
mouse_life_stage,E15.5
gene_accession_id,MGI:2444554
pvalue,0.8465479
