parameter_name,Whole arena resting time
pvalue,0.5648306
gene_accession_id,MGI:2444777
mouse_strain,C59BL
mouse_life_stage,Early adult
analysis_id,sv192exi6i354u4
parameter_id,JAXLA_OFD_007_001
gene_symbol,Ncaph
