parameter_id,M-G-P_026_001_004
mouse_life_stage,E9.5
analysis_id,fvx2y75p301ukyx
gene_symbol,Tiprl
parameter_name,Coat colouration
gene_accession_id,MGI:1915087
pvalue,0.4121377
mouse_strain,C57BL
