parameter_id,IMPC_EYE_062_001
gene_symbol,Tatdn3
analysis_id,v8ss7jk5177sdbo
mouse_strain,C57BL
gene_accession_id,MGI:1916222
parameter_name,Right total retinal thickness
pvalue,0.5493926
mouse_life_stage,Early adult
