gene_symbol,Pex19
mouse_strain,C57BL
gene_accession_id,MGI:1334458
pvalue,0.08668852
mouse_life_stage,E18.5
parameter_name,KLRG1+ NK cells - % of NK cells
parameter_id,MGP_IMM_036_001
analysis_id,b9ka66xvgv86mf4
