gene_symbol,Fgb
gene_accession_id,MGI:99501
parameter_id,IMPC_IMM_005_002
mouse_life_stage,Early adult
pvalue,0.9972883
analysis_id,f906eufq97ko4wj
parameter_name,NK cells (Panel A) - % of live leukocytes (Panel A)
mouse_strain,C57BL
