parameter_id,MGP_MLN_033_001
gene_symbol,Ift74
parameter_name,Resting NK cells - % of NK cells
pvalue,0.7997734
gene_accession_id,MGI:1914944
analysis_id,d1w94c7hhoi4z5o
mouse_life_stage,Early adult
mouse_strain,C57BL
