gene_symbol,Galk2
pvalue,0.9794793
parameter_id,JAX_SLW_013_001
analysis_id,waqb9a6an1j86xw
gene_accession_id,MGI:1917226
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Breath rate during sleep mean
