gene_symbol,Mapkap1
mouse_life_stage,E15.5
mouse_strain,C57BL
pvalue,0.6918874
gene_accession_id,MGI:2444554
parameter_name,Body weight
analysis_id,qtf326f78ugy068
parameter_id,M-G-P_009_001_003
