gene_symbol,Ola1
mouse_life_stage,E18.5
parameter_id,IMPC_CSD_033_001
pvalue,0.4325599
mouse_strain,C57BL
analysis_id,i5ally68uol1r2s
parameter_name,Gait
gene_accession_id,MGI:1914309
