gene_symbol,Wars2
mouse_life_stage,E12.5
pvalue,0.501351
gene_accession_id,MGI:1917810
parameter_id,HRWLLA_GRS_010_001
analysis_id,iovh9337hk6dj4g
parameter_name,Forelimb grip strength normalised against body weight
mouse_strain,C57BL
