gene_symbol,Ivd
pvalue,0.5864211
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Gait
analysis_id,w2ze293zzdi7f31
parameter_id,IMPC_CSD_033_001
gene_accession_id,MGI:1929242
