parameter_id,IMPC_FEA_003_001
mouse_strain,C57BL
analysis_id,1sg2158aj87557o
parameter_name,Conditioning Baseline % Freezing Time
pvalue,0.7053457
gene_symbol,Cisd2
gene_accession_id,MGI:1914256
mouse_life_stage,Early adult
