gene_symbol,Snap23
parameter_name,Respiration Rate
analysis_id,1v9o334dc51646y
parameter_id,IMPC_ECH_018_001
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
gene_accession_id,MGI:109356
pvalue,0.08404957
