parameter_id,MGP_IMM_066_001
parameter_name,CD11b-high cDC - % of cDC
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,x515he3179j8968
pvalue,0.5351847
gene_accession_id,MGI:1919949
gene_symbol,Lime1
