gene_symbol,Ubxn11
mouse_life_stage,Early adult
parameter_name,Fat/Body weight
gene_accession_id,MGI:1914836
parameter_id,JAXLA_DXA_009_001
analysis_id,05j770718e23865
pvalue,0.7732448
mouse_strain,C57BL
