gene_symbol,Psd4
mouse_strain,C57BL
pvalue,0.5454169
analysis_id,a6hjwon32r7j1qf
parameter_id,IMPC_CAL_008_001
gene_accession_id,MGI:2674093
parameter_name,Total food intake
mouse_life_stage,Early adult
