parameter_id,IMPC_ECG_004_001
pvalue,0.0716719
mouse_strain,C57BL
gene_symbol,Lamb3
mouse_life_stage,Early adult
gene_accession_id,MGI:99915
analysis_id,050v9bvl59t1p8g
parameter_name,RR
