parameter_id,IMPC_ECH_005_001
pvalue,0.7535493
mouse_life_stage,Early adult
parameter_name,Fractional Shortening
gene_symbol,Steap3
analysis_id,nf0hoi8263uqx5j
mouse_strain,C57BL
gene_accession_id,MGI:1915678
