gene_symbol,Wars2
mouse_strain,C57BL
analysis_id,v83bhl1ws7y950l
mouse_life_stage,Early adult
parameter_id,IMPC_CAL_008_001
gene_accession_id,MGI:1917810
pvalue,0.6346759
parameter_name,Total food intake
