parameter_name,Periphery permanence time
pvalue,0.729003
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1309468
analysis_id,k1d26h21e998093
gene_symbol,Casq1
parameter_id,JAX_OFD_012_001
